id,movie_id,imdb_id,title,description,genres,lda_vector,sim_list
5146,17455,0337636,Hellraiser: Deader,"In London, after investigating crack addicted junkies for an article in her newspaper, Amy Klein watches a bizarre videotape where an underground group of youngsters in Bucharest apparently become zombies. Amy finds Marla dead with a puzzle cube in her hands. She brings the object to her hotel room, and opens it, beginning her journey to hell.","[27, 9648, 53]",,""
5147,1001465,21359852,Doblemente Embarazada 2,"",[35],,""
5148,12538,0120820,Senseless,A student gets his senses enhanced by an experimental drug. But abuse is not an option.,"[35, 10749]",,""
5149,404378,3606888,A Street Cat Named Bob,"James Bowen, a homeless busker and recovering drug addict, has his life transformed when he meets a stray ginger cat.","[10751, 18]",,""
5150,295964,2503944,Burnt,"Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",[18],,""
5152,489245,6196936,The Kill Team,"When Andrew Briggman—a young soldier in the US invasion of Afghanistan—witnesses other recruits killing innocent civilians under the direction of a sadistic Sergeant, he considers reporting them to higher-ups. However, the heavily-armed and increasingly-violent platoon becomes suspicious that someone in their ranks has turned on them, and Andrew begins to fear that he'll be the next target.","[10752, 28, 18]",,""
5136,644092,10332588,Finding ʻOhana,"Two Brooklyn siblings' summer in a rural Oahu town takes an exciting turn when a journal pointing to long-lost treasure sets them on an adventure, leading them to reconnect with their Hawaiian heritage.","[12, 28, 35, 10751]",,""
5153,397422,4799050,Rough Night,"Five best friends from college reunite 10 years later for a wild bachelorette weekend in Miami. Their hard partying takes a hilariously dark turn when they accidentally kill a male stripper. Amidst the craziness of trying to cover it up, they're ultimately brought closer together when it matters most.","[18, 35]",,""
5265,1688,0068408,Conquest of the Planet of the Apes,"In a futuristic world that has embraced ape slavery, a chimpanzee named Caesar resurfaces after almost twenty years of hiding from the authorities, and prepares for a revolt against humanity.","[28, 878]",,""
5151,335462,3540136,Wolf Warrior,A Chinese special force soldier with extraordinary marksmanship is confronted by a group of deadly foreign mercenaries who are hired to assassinate him by a vicious drug lord.,"[28, 10752]",,""
5134,8337,0096256,They Live,"Nada, a wanderer without meaning in his life, discovers a pair of sunglasses capable of showing the world the way it truly is. As he walks the streets of Los Angeles, Nada notices that both the media and the government are comprised of subliminal messages meant to keep the population subdued, and that most of the social elite are skull-faced aliens bent on world domination. With this shocking discovery, Nada fights to free humanity from the mind-controlling aliens.","[878, 28]",,""
5133,8699,0357413,Anchorman: The Legend of Ron Burgundy,"It's the 1970s and San Diego anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",[35],,""
5159,11359,0113419,The Indian in the Cupboard,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,"[12, 10751, 14]",,""
5157,308,0412019,Broken Flowers,"As the devoutly single Don Johnston is dumped by his latest girlfriend, he receives an anonymous pink letter informing him that he has a son who may be looking for him.","[35, 18, 9648, 10749]",,""
5161,672741,11804152,Till Death,"After a romantic evening at their secluded lake house, a woman wakes up handcuffed to her dead husband. Trapped and isolated in the dead of winter, she must fight off hired killers to escape her late spouse's twisted plan.","[27, 53]",,""
5163,9589,0082176,Christiane F.,"This movie portrays the drug scene in Berlin in the 70s, following tape recordings of Christiane F. 14 years old Christiane lives with her mother and little sister in a typical multi-storey apartment building in Berlin. She's fascinated by the 'Sound', a new disco with most modern equipment. Although she's legally too young, she asks a friend to take her. There she meets Detlef, who's in a clique where everybody's on drugs. Step by step she gets drawn deeper into the scene.",[18],,""
5164,224141,2180411,Into the Woods,"In a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch.","[14, 35]",,""
5165,38579,1392197,Marmaduke,"When Phil and Debbie Winslow relocate from their native Kansas to the sunny climes of Orange County, their big-hearted, havoc-wreaking Great Dane gets a taste of the dog's life, California-style.","[10751, 35]",,""
5166,581997,9775360,Batman vs Teenage Mutant Ninja Turtles,"Batman, Batgirl and Robin forge an alliance with the Teenage Mutant Ninja Turtles to fight against the Turtles' sworn enemy, The Shredder, who has apparently teamed up with Ra's Al Ghul and The League of Assassins.","[16, 28, 10751]",,""
5168,384698,13711458,Noblesse: The Beginning of Destruction,"820 years ago, Mujaka, the lord of werewolves finally visits Raizel after a long journey. But the werewolf Maduk interferes in a war of human plotting some scheme. Raizel and Mujaka fall into a hand of tragic destiny, fighting with each other desperately leaving their friendship behind.","[16, 35, 18, 14, 9648, 27]",,""
5169,2087,0109890,The Getaway,"Doc McCoy is put in prison because his partners chickened out and flew off without him after exchanging a prisoner with a lot of money. Doc knows Jack Benyon, a rich ""business""-man, is up to something big, so he tells his wife (Carol McCoy) to tell him that he's for sale if Benyon can get him out of prison. Benyon pulls some strings and Doc McCoy is released again. Unfortunately he has to cooperate with the same person that got him to prison.","[28, 80, 18, 9648, 10749, 53]",,""
5170,58767,1571243,Sniper: Reloaded,"Brandon Beckett (Collins), the son of the previous Sniper film's star Thomas Beckett (Tom Berenger), takes up the mantle set by his father and goes on a mission of his own.","[10752, 28, 53, 18]",,""
5171,50357,1772240,Apollo 18,"Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies its authenticity, others say it's the real reason we've never gone back to the moon.","[27, 53, 878]",,""
5172,2259,0107151,The House of the Spirits,"A rancher, his clairvoyant wife and their family face turbulent years in South America.","[10749, 18]",,""
5173,737568,6222118,The Doorman,"A former Marine turned doorman at a luxury New York City high-rise must outsmart and battle a group of art thieves and their ruthless leader — while struggling to protect her sister's family. As the thieves become increasingly desperate and violent, the doorman calls upon her deadly fighting skills to end the showdown.","[28, 53]",,""
5174,14903,0119918,Pooh's Grand Adventure: The Search for Christopher Robin,"Pooh gets confused when Christopher Robin leaves him a note to say that he has gone back to school after the holidays. So Pooh, Piglet, Tigger, Eeyore and Rabbit go in search of Christopher Robin which leads to a big adventure.","[16, 10751, 12]",,""
5160,638449,1893273,The Last Letter from Your Lover,A young journalist in London becomes obsessed with a series of letters she discovers that recounts an intense star-crossed love affair from the 1960s.,"[18, 10749]",,""
5158,290864,2952602,Kung Fu Jungle,"A martial arts instructor working at a police academy gets imprisoned after killing a man by accident. But when a vicious killer starts targeting martial arts masters, the instructor offers to help the police in return for his freedom.","[28, 53, 80]",,""
5155,84348,2105044,V/H/S,"When a group of misfits is hired by an unknown third party to burglarize a desolate house and acquire one rare VHS tape, they discover more found footage than they had bargained for.","[53, 27]",,""
5156,277355,1945084,Everly,"After she betrays a powerful mob boss, a woman matches wits and weaponry with a legion of killers who are out to collect the bounty on the heads of her and her family.","[53, 28]",,""
5162,438689,6494418,Siberia,"Lucas, a diamond trader who travels to Saint Petersburg to arrange a sale, discovers that his Russian business partner has left his hotel and gone to a small Siberian village, so Lucas also heads there to try find him.","[80, 10749, 53]",,""
5175,116,0416320,Match Point,"Chris, a former tennis player, looks for work as an instructor. He meets Tom Hewett, a wealthy young man whose sister Chloe fall in love with Chris. But Chris has his eye on Tom's fiancee Nola.","[18, 53, 80, 10749]",,""
5180,11460,0421239,Red Eye,"A woman is kidnapped by a stranger on a routine flight. Threatened by the potential murder of her father, she is pulled into a plot to assist her captor in offing a politician.","[53, 9648]",,""
5181,233651,0287685,Wet Highway,"With her wedding only one day away, Mina spends a night with her former lover Ozaki at a highway motel on the outskirts of Yokohama. On her way back from her last adventure, Mina’s car hits a hippie-like youth called Ryo. Shocked by the accident and, moreover, left alone by Ozaki, who hated to be involved in the trouble, Mina places the unconscious youth in the back seat and drives toward a lake...",[53],,""
5182,145,0115751,Breaking the Waves,"In a small and conservative Scottish village, a woman's paralytic husband convinces her to have extramarital intercourse so she can tell him about it and give him a reason for living.","[18, 10749]",,""
5184,9574,0119137,Flubber,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.","[35, 10751, 878]",,""
5186,806,0466909,The Omen,A diplomatic couple adopts the son of the devil without knowing it. A remake of the classic horror film of the same name from 1976.,[27],,""
5178,913,0155267,The Thomas Crown Affair,"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.","[18, 80, 10749]",,""
5189,837,0086541,Videodrome,"As the president of a trashy TV channel, Max Renn is desperate for new programming to attract viewers. When he happens upon ""Videodrome,"" a TV show dedicated to gratuitous torture and punishment, Max sees a potential hit and broadcasts the show on his channel. However, after his girlfriend auditions for the show and never returns, Max investigates the truth behind Videodrome and discovers that the graphic violence may not be as fake as he thought.","[27, 9648, 878]",,""
5185,42337,0082054,Beau Pere,"Rémi is a man trapped in a deteriorating marriage. When his wife is unexpectedly killed in a car accident, Rémi is left with his stepdaughter, Marion, who chooses to stay with him rather than live with her birth father. After the initial shock passes, Rémi is caught off-guard when Marion begins expressing her attraction to him. Initially repulsed, Marion's mature beauty wears him down as he finally caves to her seductions.","[18, 10749]",,""
5190,11864,0089092,Enemy Mine,"A soldier from Earth crashlands on an alien world after sustaining battle damage. Eventually he encounters another survivor, but from the enemy species he was fighting; they band together to survive on this hostile world. In the end the human finds himself caring for his enemy in a completely unexpected way.","[18, 878]",,""
5191,10768,0082377,Omen III: The Final Conflict,"Damien Thorn has helped rescue the world from a recession, appearing to be a benign corporate benefactor. When he then becomes U.S. Ambassador to the United Kingdom, Damien fulfills a terrifying biblical prophecy. He also faces his own potential demise as an astronomical event brings about the second coming of Christ.","[27, 9648, 53]",,""
5193,17134,1160368,12 Rounds,"When New Orleans Police Detective Danny Fisher stops a brilliant thief from getting away with a multimillion-dollar heist, the thief's girlfriend is accidentally killed. After escaping from prison, the criminal mastermind enacts his revenge, taunting Danny with 12 rounds of near-impossible puzzles and tasks that he must somehow complete to save the life of the woman he loves.","[28, 53, 80]",,""
5198,9694,0366292,One Missed Call,"People mysteriously start receiving voicemail messages from their future selves, in the form of the sound of them reacting to their own violent deaths, along with the exact date and time of their future death, listed on the message log. The plot thickens as the surviving characters pursue the answers to this mystery which could save their lives.","[27, 9648]",,""
5194,21683,0346578,Batman: Mystery of the Batwoman,"As if the Penguin wasn't enough to contend with, a new vigilante has surfaced in Gotham City, and her strong-arm tactics give Batman cause for concern.","[12, 14, 16, 28, 878]",,""
5195,12610,0181739,Osmosis Jones,"A white blood cell policeman, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.","[12, 16, 28, 35, 10751]",,""
5196,360387,3520290,Blunt Force Trauma,"Follows the journey of John and Colt, gunfighters and sometime lovers, on parallel but very different journeys through an underground dueling culture.","[28, 18]",,""
5197,843543,14900738,Meet Cute,"A wildly inventive deconstruction of the romantic comedy built around the question: What would you do if you could travel to your loved ones’ past, heal their traumas, fix their problems, and change them into the perfect partner?","[35, 10749, 878]",,""
5240,5252,0341470,Ardor,"In revenge for her husband's infidelity, a young beautiful housewife, Mi-heun, starts an affair with an attractive young doctor, In-gyu. Despite her husband's efforts to regain her love and the disapproval by the conservative little town, Mi-huen gradually finds happiness and satisfaction in the affair and decides to turn her back on her quiet life.","[18, 53]",,""
5188,1051496,14204244,Breaking Infinity,A scientific researcher who has become unstuck in time travels to the ancient past and distant future where he witnesses the end of the world - an apocalypse that he may have caused.,"[878, 9648, 53]",,""
5192,1016446,21916206,The Perfumier,"To regain her sense of smell and get back her lover, a detective joins forces with a perfume maker who uses deadly methods to create the perfect scent.","[18, 80, 9648, 53]",,""
5187,582,0405094,The Lives of Others,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.","[18, 53]",,""
5179,19042,0115509,All Dogs Go to Heaven 2,"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.","[10749, 16, 10751, 12, 14]",,""
5202,1247,0343737,The Good Shepherd,"Edward Wilson, the only witness to his father's suicide and member of the Skull and Bones Society while a student at Yale, is a morally upright young man who values honor and discretion, qualities that help him to be recruited for a career in the newly founded OSS. His dedication to his work does not come without a price though, leading him to sacrifice his ideals and eventually his family.","[18, 53, 36]",,""
5205,586954,9038290,Latte and the Magic Waterstone,"When a greedy bear steals a magic stone to keep the forest’s water for himself, a brave hedgehog and a timid squirrel must work together to retrieve it.","[16, 12, 10751, 35]",,""
5207,484247,7040874,A Simple Favor,"Stephanie, a dedicated mother and popular vlogger, befriends Emily, a mysterious upper-class woman whose son Nicky attends the same school as Miles, Stephanie's son. When Emily asks her to pick Nicky up from school and then disappears, Stephanie undertakes an investigation that will dive deep into Emily's cloudy past.","[80, 53, 9648, 35]",,""
5208,220845,2958484,The Smurfs: The Legend of Smurfy Hollow,"When Brainy Smurf is favored to win the annual Smurfberry Hunt for the ninth year in a row, Gutsy Smurf sets out to discover how Brainy wins every year. Gutsy’s investigation takes him into spooky Smurfy Hollow–and right into Gargamel’s trap! Can Brainy and Gutsy, with the help of Smurfette, put aside their rivalry before Gargamel captures them–or worse, they come face-to-face with the legendary ghost, the Headless Horseman?","[35, 16, 10751, 14]",,""
5209,759054,11242162,Rise,"After emigrating to Greece from Nigeria, Vera and Charles Antetokounmpo struggled to survive and provide for their five children, while living under the daily threat of deportation. Desperate to obtain Greek citizenship but undermined by a system that blocked them at every turn, the family's vision, determination and faith lifted them out of obscurity to launch the careers of three NBA champions.",[18],,""
5210,10048,0382992,Stealth,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control ... before it initiates the next world war.",[878],,""
5211,11081,0364045,Taking Lives,"Recruited to assist Montreal police in their desperate search for a serial killer who assumes the identities of his victims, FBI profiler Illeana Scott knows it's only a matter of time before the killer strikes again. Her most promising lead is a museum employee who might be the killer's only eyewitness.","[80, 53]",,""
5212,4437,0086837,2010,"While planet Earth poises on the brink of nuclear self-destruction, a team of Russian and American scientists aboard the Leonov hurtles to a rendezvous with the still-orbiting Discovery spacecraft and its sole known survivor, the homicidal computer HAL.","[53, 878]",,""
5213,254904,2402157,The November Man,An ex-CIA operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level CIA officials and the Russian president-elect.,"[80, 28, 53]",,""
5214,9293,0455967,John Tucker Must Die,"After discovering they are all dating the same same guy, three popular students from different cliques band together for revenge, so they enlist the help of a new gal in town and conspire to break the jerk's heart, while destroying his reputation.","[35, 10749]",,""
5215,487242,7167602,Suicide Squad: Hell to Pay,Task Force X targets a powerful mystical object that they will risk their lives to steal.,"[878, 28, 16]",,""
5216,11005,0099077,Awakenings,"Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor.",[18],,""
5217,10577,0219653,Dracula 2000,"Abraham Van Helsing, who has tangled with Count Dracula in the past, works as an English antiques dealer. Simon is a vampire hunter in training under his apprenticeship.","[53, 27, 28, 14]",,""
5218,7520,0094889,Cocktail,"After being discharged from the Army, Brian Flanagan moves back to Queens and takes a job in a bar run by Doug Coughlin, who teaches Brian the fine art of bar-tending. Brian quickly becomes a patron favorite with his flashy drink-mixing style, and Brian adopts his mentor's cynical philosophy on life and goes for the money.","[10749, 18, 35]",,""
5219,763149,10691162,Aftermath,"Desperate to save their marriage, a young couple takes a deal to move into their dream home, but disturbing events reveal the house's troubled history.","[27, 80, 18, 53]",,""
5206,467824,3967878,Illang: The Wolf Brigade,"In 2029, an elite police squad combats an anti-reunification terrorist group while another enemy lurks nearby.","[878, 28, 12, 53]",,""
5201,18890,0108526,We're Back! A Dinosaur's Story,"Captain New Eyes travels back in time and feeds dinosaurs his Brain Grain cereal, which makes them intelligent and non-violent. They agree to go to the ""Middle Future"" in order to grant the wishes of children in New York City. They are to meet Dr. Bleeb of the Museum of Natural History, but get sidetracked with their new children friends and run into the Captain's evil brother, Professor Screweyes.","[16, 878, 10751]",,""
5204,9759,0337921,Cellular,A young man receives an emergency phone call on his cell phone from an older woman. She claims to have been kidnapped – and the kidnappers have targeted her husband and child next.,"[28, 53]",,""
5200,9448,0120609,The Big Hit,"Affable hit man Melvin Smiley is constantly being scammed by his cutthroat colleagues in the life-ending business. So, when he and his fellow assassins kidnap the daughter of an electronics mogul, it's naturally Melvin who takes the fall when their prime score turns sour. That's because the girl is the goddaughter of the gang's ruthless crime boss. But, even while dodging bullets, Melvin has to keep his real job secret from his unsuspecting fiancée, Pam.","[28, 12, 35, 53]",,""
5223,11551,0122718,Small Soldiers,"When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.","[35, 12, 14, 878, 28]",,""
5224,11033,0080661,Dressed to Kill,"After witnessing a mysterious woman brutally slay a homemaker, prostitute Liz Blake finds herself trapped in a dangerous situation. While the police thinks she is the murderer, the real killer is intent on silencing her only witness.","[9648, 27, 80, 53]",,""
5225,4477,0118972,The Devil's Own,"Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder.","[80, 53, 18]",,""
5226,225565,1800246,That Awkward Moment,"Best pals Jason and Daniel indulge in casual flings and revel in their carefree, unattached lives. After learning that the marriage of their friend Mikey is over, they gladly welcome him back into their circle. The three young men make a pact to have fun and avoid commitment. However, when all three find themselves involved in serious relationships, they must keep their romances secret from one another.","[35, 10749]",,""
5227,25128,0234137,Love & Sex,"When her rather explicit copy is rejected, magazine journalist Kate is asked by her editor to come up with an article on loving relationships instead, and to do so by the end of the day. This gets Kate thinking back over her own various experiences, and to wondering if she is in much of a position to write on the subject.","[35, 18, 10749]",,""
5228,143655,0903865,Female Convict 101: Suck,"Nikkatsu Films sensation Naomi Tani (FLOWER AND SNAKE) stars as a troubled ex-prostitute turned barkeep enchanted by the love of a younger man named Kenichi. After trusting a violent junkie to help with her young lover’s singing career, she is sent to prison for murder. Now known only as Prisoner 101, she spends her days in the dirty prison system full of violent guards and sexually-aggressive inmates.",[],,""
5229,12403,0971209,A Perfect Getaway,"For their honeymoon, newlyweds Cliff and Cydney head to the tropical islands of Hawaii. While journeying through the paradisaical countryside the couple encounters Kale and Cleo, two disgruntled hitchhikers and Nick and Gina, two wild but well-meaning spirits who help guide them through the lush jungles. The picturesque waterfalls and scenic mountainsides quickly give way to terror when Cliff and Cydney learn of a grisly murder that occurred nearby and realize that they're being followed by chance acquaintances that suspiciously fit the description of the killers.","[53, 9648, 12]",,""
5230,11529,0256415,Sweet Home Alabama,"New York fashion designer, Melanie Carmichael suddenly finds herself engaged to the city's most eligible bachelor. But her past holds many secrets—including Jake, the redneck husband she married in high school, who refuses to divorce her. Bound and determined to end their contentious relationship once and for all, Melanie sneaks back home to Alabama to confront her past.","[35, 10749]",,""
5231,2028,0098258,Say Anything...,"Lloyd, an eternal optimist, seeks to capture the heart of Diane, an unattainable high school beauty and straight-A student. He surprises just about everyone-including himself-when she returns the sentiment. But Diane's over-possessive, divorced Dad disapproves and it's going to take more than just the power of love to conquer all.","[10749, 35, 18]",,""
5232,62215,1527186,Melancholia,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,"[18, 878]",,""
5234,923597,15422240,Eraser: Reborn,"U.S. Marshal Mason Pollard specializes in “erasing” people – faking the deaths of high-risk witnesses. With the technological advances of the last 25 years, the game has upgraded, and it’s just another day at the office when he’s assigned to Rina Kimura, a crime boss’ wife who’s decided to turn state’s evidence. As the two flee to Cape Town, South Africa, Pollard discovers he’s been set up and will need to be at the top of his game, or he’ll be the one who’s erased.","[28, 80, 53]",,""
5235,916386,15403362,The Forger,"Jewish aesthete Cioma, 21, does not let anyone take away his joy of life, especially not the Nazis. In 1942, he has to find new ways to make his living in Berlin and escape deportation. In the process he discovers his talent for forgery: not only with passports, but also his own identity.","[18, 36]",,""
5236,116776,0142248,Dragon Ball: Mystical Adventure,"Master Roshi has succeeded at the one mission he valued most: to train Goku and Krillin to become ultimate fighters. So, he arranges for them to test their mettle at a competition hosted by Emperor Chiaotzu. Not everyone's playing by the rules, however, as a member of the ruler's household schemes to use the Dragonballs to extort money and power from the royal.","[28, 16]",,""
5237,10153,0120184,Sphere,"A spacecraft is discovered on the floor of the Pacific Ocean, presumed to be at least 300 years old and of alien origin. A crack team of scientists and experts is assembled and taken to the Habitat, a state-of-the-art underwater living environment, to investigate.","[878, 9648, 53]",,""
5238,1955,0080678,The Elephant Man,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.","[18, 36]",,""
5233,630566,6473066,Clouds,"Young musician Zach Sobiech discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.","[10402, 18, 10749]",,""
5221,41003,0103251,White Palace,"Max Baron is a Jewish advertising executive in his 20s who's still getting over the death of his wife. Nora Baker is a 40-something diner waitress who enjoys the wilder side of life. Mismatched or not, their attraction is instant and smoldering. With time, however, their class and age differences become an obstacle in their relationship, especially since Max can't keep Nora a secret from his Jewish friends and upper-crust associates forever.","[18, 10749]",,""
5222,620725,9354944,Jexi,"Phil's new phone comes with an unexpected feature, Jexi...an A.I. determined to keep him all to herself in a comedy about what can happen when you love your phone more than all else.",[35],,""
5245,547565,9731534,The Night House,"Reeling from the unexpected death of her husband, Beth is left alone in the lakeside home he built for her. Soon she begins to uncover her recently deceased husband's disturbing secrets.","[18, 27, 9648, 53]",,""
5247,615643,10633456,Minari,"A Korean American family moves to an Arkansas farm in search of its own American dream. Amidst the challenges of this new life in the strange and rugged Ozarks, they discover the undeniable resilience of family and what really makes a home.",[18],,""
5250,239459,3088036,No Half Measures: Creating the Final Season of Breaking Bad,A documentary about the making of season five of the acclaimed AMC series Breaking Bad.,[99],,""
5251,481880,3263946,Trial by Fire,"The tragic and controversial story of Cameron Todd Willingham, who was executed in Texas for killing his three children after scientific evidence and expert testimony that bolstered his claims of innocence were suppressed.","[18, 80]",,""
5252,21629,0081562,Stir Crazy,"New Yorkers Skip Donahue and Harry Monroe have no jobs and no prospects, so they decide to flee the city and find work elsewhere, landing jobs wearing woodpecker costumes to promote the opening of a bank. When their feathery costumes are stolen and used in a bank robbery, they no longer have to worry about employment — they're sent to prison.",[35],,""
5253,937337,14891922,What a Father!,"Pedro is a single man in his forties who likes to party, has no children and lives at night. Everything changes when he meets Alin. She mentions to him that she is looking for her dad and that there is a high probability that it is him.","[35, 10751, 10749]",,""
5254,770724,13051724,L'immensità,"The story of love between Clara and her children, set in Rome in the '70s.",[18],,""
5255,471474,7167630,Batman: Gotham by Gaslight,"In an alternative Victorian Age Gotham City, Batman begins his war on crime while he investigates a new series of murders by Jack the Ripper.","[53, 28, 16, 878]",,""
5256,345920,4682786,Collateral Beauty,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.","[18, 10749]",,""
5258,3036,0109836,Mary Shelley's Frankenstein,"Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.","[18, 27, 878, 10749]",,""
5259,430447,6336356,Mary and The Witch's Flower,"Mary Smith, a young girl who lives with her great-aunt in the countryside, follows a mysterious cat into the nearby forest where she finds a strange flower and an old broom, none of which is as ordinary as it seems.","[14, 12, 16, 10751]",,""
5262,2252,0765443,Eastern Promises,"A Russian teenager, living in London, dies during childbirth but leaves clues to a midwife in her journal, that could tie her child to a rape involving a violent Russian mob family.","[53, 80, 9648]",,""
5257,68833,0263854,The Perfect Education,Schoolgirl Kuniko is kidnapped by a middle-aged man Iwazono when she is jogging. He tells her that he had a failed marriage which leaves him a deep and everlasting scar in his mind. He kidnaps her in search of a perfect marriage and intends to lock her in the room and 'educate' her to perform perfect sex where body and soul are united.,[18],,""
5263,403119,2932536,47 Meters Down,"Two sisters on Mexican vacation are trapped in a shark observation cage at the bottom of the ocean, with oxygen running low and great whites circling nearby, they have less than an hour of air left to figure out how to get to the surface.","[27, 53, 12]",,""
5264,335360,4131800,My Little Pony: The Movie,"A new dark force threatens Ponyville, and the Mane 6 – Twilight Sparkle, Applejack, Rainbow Dash, Pinkie Pie, Fluttershy and Rarity – embark on an unforgettable journey beyond Equestria where they meet new friends and exciting challenges on a quest to use the magic of friendship and save their home.","[10751, 16, 10402, 12, 14]",,""
5260,848932,"",Why Women Cheat,"The male lead is the king of a small island nation. He was previously badly hurt by the female lead. The female lead has a canine tooth that makes her look extremely captivating when she smiles. When the female lead vanished, the male lead became extremely fond of sleeping because he did not want to miss her. As fate would have it, the male lead married the female lead in the end. He decided to properly torment that adorable yet horrible woman for a while",[10749],,""
5248,9912,0412080,The World's Fastest Indian,"The life story of New Zealander Burt Munro, who spent years building a 1920 Indian motorcycle—a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967.","[18, 12, 36]",,""
5243,235271,2205401,Addicted,A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life.,"[18, 53]",,""
5244,952701,19719836,Return to Seoul,"On an impulse to reconnect with her origins, Freddie, 25, returns to South Korea for the first time, where she was born, before being adopted and raised in France. The headstrong young woman starts looking for her biological parents in a country she knows so little about, taking her life in new and unexpected directions.",[18],,""
5246,227783,1821658,The Nut Job,"Surly, a curmudgeon, independent squirrel is banished from his park and forced to survive in the city. Lucky for him, he stumbles on the one thing that may be able to save his life, and the rest of park community, as they gear up for winter - Maury's Nut Store.","[16, 35, 10751, 12]",,""
5261,11000,0115685,The Birdcage,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's conservative moralistic parents.,[35],,""
5272,389015,5580036,"I, Tonya","Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the sport is thrown into doubt when her ex-husband intervenes.",[18],,""
5273,898308,15745226,Darby and the Dead,"After Darby Harper suffered a near-death experience as a child, she gained the ability to see ghosts. To combat the existential boredom of high school, she runs a side business counseling local spirits in her spare time. When an unexpected occurrence happens between Darby and Capri, the most popular girl at her high school, Darby reluctantly agrees to help her and in the process learns how to fit in with the living world again.","[35, 14]",,""
5274,2759,0109045,"The Adventures of Priscilla, Queen of the Desert","Two drag queens and a transgender woman contract to perform a drag show at a resort in Alice Springs, a town in the remote Australian desert. As they head west from Sydney aboard their lavender bus, Priscilla, the three friends come to the forefront of a comedy of errors, encountering a number of strange characters, as well as incidents of homophobia, whilst widening comfort zones and finding new horizons.","[18, 35]",,""
5276,300673,2025690,The Finest Hours,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,"[28, 18, 36, 53]",,""
9992,10765,0081375,Private Benjamin,A sheltered young high society woman joins the army on a whim and finds herself in a more difficult situation than she ever expected.,[35],,""
5277,11428,0105428,Sleepwalkers,"Charles Brady and his mother, Mary, are the last of a dying breed whose needs are not of this world.  They are Sleepwalkers - able to stay alive only by feeding on the life-force of the innocent, but destined to roam the earth, avoiding discovery while searching for their next victim.  That search takes them to the sleepy little town of Travis, Indiana, where beautiful teenager Tanya Robertson is about to become an unwilling pawn in their nightmarish fight for survival.","[27, 14, 53]",,""
